Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Accessory size (product.metafields.shopify.accessory-size),Activewear clothing features (product.metafields.shopify.activewear-clothing-features),Activity (product.metafields.shopify.activity),Adhesive type (product.metafields.shopify.adhesive-type),Age group (product.metafields.shopify.age-group),Clothing features (product.metafields.shopify.clothing-features),Color (product.metafields.shopify.color-pattern),Drinkware material (product.metafields.shopify.drinkware-material),Embellishment/Trim material (product.metafields.shopify.embellishment-trim-material),Fabric (product.metafields.shopify.fabric),Headwear features (product.metafields.shopify.headwear-features),Neckline (product.metafields.shopify.neckline),Size (product.metafields.shopify.size),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target gender (product.metafields.shopify.target-gender),Theme (product.metafields.shopify.theme),Top length type (product.metafields.shopify.top-length-type),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
blubullfly-unisex-dryblend-t-shirt-chest-print,,,,,,,,,Navy,,,4XL,,,,,3367697_20011,294.8350405,shopify,deny,manual,26.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-maroon-front-6994bb4083e04.jpg?v=1771354959,7,Product mockup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-navy-front-6994bb4083499.jpg?v=1771354958,oz,PC040100,21.50,
blubullfly-unisex-dryblend-t-shirt-chest-print,,,,,,,,,Navy,,,5XL,,,,,3367697_20028,309.0098020625,shopify,deny,manual,29.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-light-pink-front-6994bb408a554.jpg?v=1771354957,8,Product mockup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-navy-front-6994bb4083499.jpg?v=1771354958,oz,PC040100,24.25,
blubullfly-unisex-dryblend-t-shirt-chest-print,,,,,,,,,Purple,,,S,,,,,3367697_19916,153.087424875,shopify,deny,manual,18.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-orange-front-6994bb40863cc.jpg?v=1771354958,9,Product mockup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-purple-front-6994bb40837d7.jpg?v=1771354958,oz,PC040100,12.95,
blubullfly-unisex-dryblend-t-shirt-chest-print,,,,,,,,,Purple,,,M,,,,,3367697_19933,167.2621864375,shopify,deny,manual,18.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-purple-front-6994bb40837d7.jpg?v=1771354958,10,Product mockup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-purple-front-6994bb40837d7.jpg?v=1771354958,oz,PC040100,12.95,
blubullfly-unisex-dryblend-t-shirt-chest-print,,,,,,,,,Purple,,,L,,,,,3367697_19950,206.9515188125,shopify,deny,manual,18.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-royal-front-6994bb40853b0.jpg?v=1771354958,11,Product mockup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-purple-front-6994bb40837d7.jpg?v=1771354958,oz,PC040100,12.95,
blubullfly-unisex-dryblend-t-shirt-chest-print,,,,,,,,,Purple,,,XL,,,,,3367697_19967,221.126280375,shopify,deny,manual,18.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-white-front-6994bb408e19a.jpg?v=1771354958,12,Product mockup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-purple-front-6994bb40837d7.jpg?v=1771354958,oz,PC040100,12.95,
blubullfly-unisex-dryblend-t-shirt-chest-print,,,,,,,,,Purple,,,2XL,,,,,3367697_19984,266.485517375,shopify,deny,manual,19.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-ash-right-front-6994bb407e017.jpg?v=1771354958,13,Product mockup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-purple-front-6994bb40837d7.jpg?v=1771354958,oz,PC040100,15.75,
blubullfly-unisex-dryblend-t-shirt-chest-print,,,,,,,,,Purple,,,3XL,,,,,3367697_20001,269.3204696875,shopify,deny,manual,23.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-light-pink-left-front-6994bb40801e5.jpg?v=1771354958,14,Product mockup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-purple-front-6994bb40837d7.jpg?v=1771354958,oz,PC040100,18.75,
blubullfly-unisex-dryblend-t-shirt-chest-print,,,,,,,,,Purple,,,4XL,,,,,3367697_20018,294.8350405,shopify,deny,manual,26.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-carolina-blue-front-6994bb4081ce0.jpg?v=1771354958,15,Product mockup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-purple-front-6994bb40837d7.jpg?v=1771354958,oz,PC040100,21.50,
blubullfly-unisex-dryblend-t-shirt-chest-print,,,,,,,,,Purple,,,5XL,,,,,3367697_20035,309.0098020625,shopify,deny,manual,29.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-purple-front-6994bb40837d7.jpg?v=1771354958,oz,PC040100,24.25,
blubullfly-unisex-dryblend-t-shirt-chest-print,,,,,,,,,Maroon,,,S,,,,,3367697_19911,153.087424875,shopify,deny,manual,18.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-maroon-front-6994bb4083e04.jpg?v=1771354959,oz,PC040100,12.95,
blubullfly-unisex-dryblend-t-shirt-chest-print,,,,,,,,,Maroon,,,M,,,,,3367697_19928,167.2621864375,shopify,deny,manual,18.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-maroon-front-6994bb4083e04.jpg?v=1771354959,oz,PC040100,12.95,
blubullfly-unisex-dryblend-t-shirt-chest-print,,,,,,,,,Maroon,,,L,,,,,3367697_19945,206.9515188125,shopify,deny,manual,18.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-maroon-front-6994bb4083e04.jpg?v=1771354959,oz,PC040100,12.95,
blubullfly-unisex-dryblend-t-shirt-chest-print,,,,,,,,,Maroon,,,XL,,,,,3367697_19962,221.126280375,shopify,deny,manual,18.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-maroon-front-6994bb4083e04.jpg?v=1771354959,oz,PC040100,12.95,
blubullfly-unisex-dryblend-t-shirt-chest-print,,,,,,,,,Maroon,,,2XL,,,,,3367697_19979,266.485517375,shopify,deny,manual,19.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-maroon-front-6994bb4083e04.jpg?v=1771354959,oz,PC040100,15.75,
blubullfly-unisex-dryblend-t-shirt-chest-print,,,,,,,,,Maroon,,,3XL,,,,,3367697_19996,269.3204696875,shopify,deny,manual,23.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-maroon-front-6994bb4083e04.jpg?v=1771354959,oz,PC040100,18.75,
blubullfly-unisex-dryblend-t-shirt-chest-print,,,,,,,,,Maroon,,,4XL,,,,,3367697_20013,294.8350405,shopify,deny,manual,26.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-maroon-front-6994bb4083e04.jpg?v=1771354959,oz,PC040100,21.50,
blubullfly-unisex-dryblend-t-shirt-chest-print,,,,,,,,,Maroon,,,5XL,,,,,3367697_20030,309.0098020625,shopify,deny,manual,29.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-maroon-front-6994bb4083e04.jpg?v=1771354959,oz,PC040100,24.25,
blubullfly-unisex-dryblend-t-shirt-chest-print,,,,,,,,,Forest Green,,,S,,,,,3367697_19907,153.087424875,shopify,deny,manual,18.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-forest-green-front-6994bb4084740.jpg?v=1771354958,oz,PC040100,12.95,
blubullfly-unisex-dryblend-t-shirt-chest-print,,,,,,,,,Forest Green,,,M,,,,,3367697_19924,167.2621864375,shopify,deny,manual,18.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-forest-green-front-6994bb4084740.jpg?v=1771354958,oz,PC040100,12.95,
blubullfly-unisex-dryblend-t-shirt-chest-print,,,,,,,,,Forest Green,,,L,,,,,3367697_19941,206.9515188125,shopify,deny,manual,18.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-forest-green-front-6994bb4084740.jpg?v=1771354958,oz,PC040100,12.95,
blubullfly-unisex-dryblend-t-shirt-chest-print,,,,,,,,,Forest Green,,,XL,,,,,3367697_19958,221.126280375,shopify,deny,manual,18.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-forest-green-front-6994bb4084740.jpg?v=1771354958,oz,PC040100,12.95,
blubullfly-unisex-dryblend-t-shirt-chest-print,,,,,,,,,Forest Green,,,2XL,,,,,3367697_19975,266.485517375,shopify,deny,manual,19.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-forest-green-front-6994bb4084740.jpg?v=1771354958,oz,PC040100,15.75,
blubullfly-unisex-dryblend-t-shirt-chest-print,,,,,,,,,Forest Green,,,3XL,,,,,3367697_19992,269.3204696875,shopify,deny,manual,23.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-forest-green-front-6994bb4084740.jpg?v=1771354958,oz,PC040100,18.75,
blubullfly-unisex-dryblend-t-shirt-chest-print,,,,,,,,,Forest Green,,,4XL,,,,,3367697_20009,294.8350405,shopify,deny,manual,26.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-forest-green-front-6994bb4084740.jpg?v=1771354958,oz,PC040100,21.50,
blubullfly-unisex-dryblend-t-shirt-chest-print,,,,,,,,,Forest Green,,,5XL,,,,,3367697_20026,309.0098020625,shopify,deny,manual,29.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-forest-green-front-6994bb4084740.jpg?v=1771354958,oz,PC040100,24.25,
blubullfly-unisex-dryblend-t-shirt-chest-print,,,,,,,,,Royal,,,S,,,,,3367697_19918,153.087424875,shopify,deny,manual,18.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-royal-front-6994bb40853b0.jpg?v=1771354958,oz,PC040100,12.95,
blubullfly-unisex-dryblend-t-shirt-chest-print,,,,,,,,,Royal,,,M,,,,,3367697_19935,167.2621864375,shopify,deny,manual,18.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-royal-front-6994bb40853b0.jpg?v=1771354958,oz,PC040100,12.95,
blubullfly-unisex-dryblend-t-shirt-chest-print,,,,,,,,,Royal,,,L,,,,,3367697_19952,206.9515188125,shopify,deny,manual,18.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-royal-front-6994bb40853b0.jpg?v=1771354958,oz,PC040100,12.95,
blubullfly-unisex-dryblend-t-shirt-chest-print,,,,,,,,,Royal,,,XL,,,,,3367697_19969,221.126280375,shopify,deny,manual,18.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-royal-front-6994bb40853b0.jpg?v=1771354958,oz,PC040100,12.95,
blubullfly-unisex-dryblend-t-shirt-chest-print,,,,,,,,,Royal,,,2XL,,,,,3367697_19986,266.485517375,shopify,deny,manual,19.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-royal-front-6994bb40853b0.jpg?v=1771354958,oz,PC040100,15.75,
blubullfly-unisex-dryblend-t-shirt-chest-print,,,,,,,,,Royal,,,3XL,,,,,3367697_20003,269.3204696875,shopify,deny,manual,23.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-royal-front-6994bb40853b0.jpg?v=1771354958,oz,PC040100,18.75,
blubullfly-unisex-dryblend-t-shirt-chest-print,,,,,,,,,Royal,,,4XL,,,,,3367697_20020,294.8350405,shopify,deny,manual,26.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-royal-front-6994bb40853b0.jpg?v=1771354958,oz,PC040100,21.50,
blubullfly-unisex-dryblend-t-shirt-chest-print,,,,,,,,,Royal,,,5XL,,,,,3367697_20037,309.0098020625,shopify,deny,manual,29.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-royal-front-6994bb40853b0.jpg?v=1771354958,oz,PC040100,24.25,
blubullfly-unisex-dryblend-t-shirt-chest-print,,,,,,,,,Orange,,,S,,,,,3367697_19915,153.087424875,shopify,deny,manual,18.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-orange-front-6994bb40863cc.jpg?v=1771354958,oz,PC040100,12.95,
blubullfly-unisex-dryblend-t-shirt-chest-print,,,,,,,,,Orange,,,M,,,,,3367697_19932,167.2621864375,shopify,deny,manual,18.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-orange-front-6994bb40863cc.jpg?v=1771354958,oz,PC040100,12.95,
blubullfly-unisex-dryblend-t-shirt-chest-print,,,,,,,,,Orange,,,L,,,,,3367697_19949,206.9515188125,shopify,deny,manual,18.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-orange-front-6994bb40863cc.jpg?v=1771354958,oz,PC040100,12.95,
blubullfly-unisex-dryblend-t-shirt-chest-print,,,,,,,,,Orange,,,XL,,,,,3367697_19966,221.126280375,shopify,deny,manual,18.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-orange-front-6994bb40863cc.jpg?v=1771354958,oz,PC040100,12.95,
blubullfly-unisex-dryblend-t-shirt-chest-print,,,,,,,,,Orange,,,2XL,,,,,3367697_19983,266.485517375,shopify,deny,manual,19.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-orange-front-6994bb40863cc.jpg?v=1771354958,oz,PC040100,15.75,
blubullfly-unisex-dryblend-t-shirt-chest-print,,,,,,,,,Orange,,,3XL,,,,,3367697_20000,269.3204696875,shopify,deny,manual,23.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-orange-front-6994bb40863cc.jpg?v=1771354958,oz,PC040100,18.75,
blubullfly-unisex-dryblend-t-shirt-chest-print,,,,,,,,,Orange,,,4XL,,,,,3367697_20017,294.8350405,shopify,deny,manual,26.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-orange-front-6994bb40863cc.jpg?v=1771354958,oz,PC040100,21.50,
blubullfly-unisex-dryblend-t-shirt-chest-print,,,,,,,,,Orange,,,5XL,,,,,3367697_20034,309.0098020625,shopify,deny,manual,29.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-orange-front-6994bb40863cc.jpg?v=1771354958,oz,PC040100,24.25,
blubullfly-unisex-dryblend-t-shirt-chest-print,,,,,,,,,Gold,,,S,,,,,3367697_19908,153.087424875,shopify,deny,manual,18.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-gold-front-6994bb4087686.jpg?v=1771354958,oz,PC040100,12.95,
blubullfly-unisex-dryblend-t-shirt-chest-print,,,,,,,,,Gold,,,M,,,,,3367697_19925,167.2621864375,shopify,deny,manual,18.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-gold-front-6994bb4087686.jpg?v=1771354958,oz,PC040100,12.95,
blubullfly-unisex-dryblend-t-shirt-chest-print,,,,,,,,,Gold,,,L,,,,,3367697_19942,206.9515188125,shopify,deny,manual,18.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-gold-front-6994bb4087686.jpg?v=1771354958,oz,PC040100,12.95,
blubullfly-unisex-dryblend-t-shirt-chest-print,,,,,,,,,Gold,,,XL,,,,,3367697_19959,221.126280375,shopify,deny,manual,18.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-gold-front-6994bb4087686.jpg?v=1771354958,oz,PC040100,12.95,
blubullfly-unisex-dryblend-t-shirt-chest-print,,,,,,,,,Gold,,,2XL,,,,,3367697_19976,266.485517375,shopify,deny,manual,19.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-gold-front-6994bb4087686.jpg?v=1771354958,oz,PC040100,15.75,
blubullfly-unisex-dryblend-t-shirt-chest-print,,,,,,,,,Gold,,,3XL,,,,,3367697_19993,269.3204696875,shopify,deny,manual,23.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-gold-front-6994bb4087686.jpg?v=1771354958,oz,PC040100,18.75,
blubullfly-unisex-dryblend-t-shirt-chest-print,,,,,,,,,Gold,,,4XL,,,,,3367697_20010,294.8350405,shopify,deny,manual,26.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-gold-front-6994bb4087686.jpg?v=1771354958,oz,PC040100,21.50,
blubullfly-unisex-dryblend-t-shirt-chest-print,,,,,,,,,Gold,,,5XL,,,,,3367697_20027,309.0098020625,shopify,deny,manual,29.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-gold-front-6994bb4087686.jpg?v=1771354958,oz,PC040100,24.25,
blubullfly-unisex-dryblend-t-shirt-chest-print,,,,,,,,,Carolina Blue,,,S,,,,,3367697_19905,153.087424875,shopify,deny,manual,18.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-carolina-blue-front-6994bb4088c58.jpg?v=1771354958,oz,PC040100,12.95,
blubullfly-unisex-dryblend-t-shirt-chest-print,,,,,,,,,Carolina Blue,,,M,,,,,3367697_19922,167.2621864375,shopify,deny,manual,18.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-carolina-blue-front-6994bb4088c58.jpg?v=1771354958,oz,PC040100,12.95,
blubullfly-unisex-dryblend-t-shirt-chest-print,,,,,,,,,Carolina Blue,,,L,,,,,3367697_19939,206.9515188125,shopify,deny,manual,18.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-carolina-blue-front-6994bb4088c58.jpg?v=1771354958,oz,PC040100,12.95,
blubullfly-unisex-dryblend-t-shirt-chest-print,,,,,,,,,Carolina Blue,,,XL,,,,,3367697_19956,221.126280375,shopify,deny,manual,18.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-carolina-blue-front-6994bb4088c58.jpg?v=1771354958,oz,PC040100,12.95,
blubullfly-unisex-dryblend-t-shirt-chest-print,,,,,,,,,Carolina Blue,,,2XL,,,,,3367697_19973,266.485517375,shopify,deny,manual,19.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-carolina-blue-front-6994bb4088c58.jpg?v=1771354958,oz,PC040100,15.75,
blubullfly-unisex-dryblend-t-shirt-chest-print,,,,,,,,,Carolina Blue,,,3XL,,,,,3367697_19990,269.3204696875,shopify,deny,manual,23.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-carolina-blue-front-6994bb4088c58.jpg?v=1771354958,oz,PC040100,18.75,
blubullfly-unisex-dryblend-t-shirt-chest-print,,,,,,,,,Carolina Blue,,,4XL,,,,,3367697_20007,294.8350405,shopify,deny,manual,26.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-carolina-blue-front-6994bb4088c58.jpg?v=1771354958,oz,PC040100,21.50,
blubullfly-unisex-dryblend-t-shirt-chest-print,,,,,,,,,Carolina Blue,,,5XL,,,,,3367697_20024,309.0098020625,shopify,deny,manual,29.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-carolina-blue-front-6994bb4088c58.jpg?v=1771354958,oz,PC040100,24.25,
blubullfly-unisex-dryblend-t-shirt-chest-print,,,,,,,,,Light Pink,,,S,,,,,3367697_19912,153.087424875,shopify,deny,manual,18.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-light-pink-front-6994bb408a554.jpg?v=1771354957,oz,PC040100,12.95,
blubullfly-unisex-dryblend-t-shirt-chest-print,,,,,,,,,Light Pink,,,M,,,,,3367697_19929,167.2621864375,shopify,deny,manual,18.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-light-pink-front-6994bb408a554.jpg?v=1771354957,oz,PC040100,12.95,
blubullfly-unisex-dryblend-t-shirt-chest-print,,,,,,,,,Light Pink,,,L,,,,,3367697_19946,206.9515188125,shopify,deny,manual,18.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-light-pink-front-6994bb408a554.jpg?v=1771354957,oz,PC040100,12.95,
blubullfly-unisex-dryblend-t-shirt-chest-print,,,,,,,,,Light Pink,,,XL,,,,,3367697_19963,221.126280375,shopify,deny,manual,18.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-light-pink-front-6994bb408a554.jpg?v=1771354957,oz,PC040100,12.95,
blubullfly-unisex-dryblend-t-shirt-chest-print,,,,,,,,,Light Pink,,,2XL,,,,,3367697_19980,266.485517375,shopify,deny,manual,19.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-light-pink-front-6994bb408a554.jpg?v=1771354957,oz,PC040100,15.75,
