Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Accessory size (product.metafields.shopify.accessory-size),Activewear clothing features (product.metafields.shopify.activewear-clothing-features),Activity (product.metafields.shopify.activity),Adhesive type (product.metafields.shopify.adhesive-type),Age group (product.metafields.shopify.age-group),Clothing features (product.metafields.shopify.clothing-features),Color (product.metafields.shopify.color-pattern),Drinkware material (product.metafields.shopify.drinkware-material),Embellishment/Trim material (product.metafields.shopify.embellishment-trim-material),Fabric (product.metafields.shopify.fabric),Headwear features (product.metafields.shopify.headwear-features),Neckline (product.metafields.shopify.neckline),Size (product.metafields.shopify.size),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target gender (product.metafields.shopify.target-gender),Theme (product.metafields.shopify.theme),Top length type (product.metafields.shopify.top-length-type),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
blubullfly-unisex-dryblend-cotton-moisture-wicking-t-shirt-back-print,,,,,,,,,forest-green,,,L,,,adults,,5161471_19941,206.9515188125,shopify,deny,manual,20.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-forest-green-back-699a230468643.jpg?v=1771709208,oz,PC040100,12.95,
blubullfly-unisex-dryblend-cotton-moisture-wicking-t-shirt-back-print,,,,,,,,,forest-green,,,XL,,,adults,,5161471_19958,221.126280375,shopify,deny,manual,20.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-forest-green-back-699a230468643.jpg?v=1771709208,oz,PC040100,12.95,
blubullfly-unisex-dryblend-cotton-moisture-wicking-t-shirt-back-print,,,,,,,,,forest-green,,,2XL,,,adults,,5161471_19975,266.485517375,shopify,deny,manual,21.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-forest-green-back-699a230468643.jpg?v=1771709208,oz,PC040100,15.75,
blubullfly-unisex-dryblend-cotton-moisture-wicking-t-shirt-back-print,,,,,,,,,forest-green,,,3XL,,,adults,,5161471_19992,269.3204696875,shopify,deny,manual,25.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-forest-green-back-699a230468643.jpg?v=1771709208,oz,PC040100,18.75,
blubullfly-unisex-dryblend-cotton-moisture-wicking-t-shirt-back-print,,,,,,,,,royal,,,S,,,adults,,5161471_19918,153.087424875,shopify,deny,manual,20.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-royal-back-699a230469b14.jpg?v=1771709208,oz,PC040100,12.95,
blubullfly-unisex-dryblend-cotton-moisture-wicking-t-shirt-back-print,,,,,,,,,royal,,,M,,,adults,,5161471_19935,167.2621864375,shopify,deny,manual,20.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-royal-back-699a230469b14.jpg?v=1771709208,oz,PC040100,12.95,
blubullfly-unisex-dryblend-cotton-moisture-wicking-t-shirt-back-print,,,,,,,,,royal,,,L,,,adults,,5161471_19952,206.9515188125,shopify,deny,manual,20.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-royal-back-699a230469b14.jpg?v=1771709208,oz,PC040100,12.95,
blubullfly-unisex-dryblend-cotton-moisture-wicking-t-shirt-back-print,,,,,,,,,royal,,,XL,,,adults,,5161471_19969,221.126280375,shopify,deny,manual,20.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-royal-back-699a230469b14.jpg?v=1771709208,oz,PC040100,12.95,
blubullfly-unisex-dryblend-cotton-moisture-wicking-t-shirt-back-print,,,,,,,,,royal,,,2XL,,,adults,,5161471_19986,266.485517375,shopify,deny,manual,21.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-royal-back-699a230469b14.jpg?v=1771709208,oz,PC040100,15.75,
blubullfly-unisex-dryblend-cotton-moisture-wicking-t-shirt-back-print,,,,,,,,,royal,,,3XL,,,adults,,5161471_20003,269.3204696875,shopify,deny,manual,25.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-royal-back-699a230469b14.jpg?v=1771709208,oz,PC040100,18.75,
blubullfly-unisex-dryblend-cotton-moisture-wicking-t-shirt-back-print,,,,,,,,,orange,,,S,,,adults,,5161471_19915,153.087424875,shopify,deny,manual,20.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-orange-back-699a23046b3f4.jpg?v=1771709207,oz,PC040100,12.95,
blubullfly-unisex-dryblend-cotton-moisture-wicking-t-shirt-back-print,,,,,,,,,orange,,,M,,,adults,,5161471_19932,167.2621864375,shopify,deny,manual,20.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-orange-back-699a23046b3f4.jpg?v=1771709207,oz,PC040100,12.95,
blubullfly-unisex-dryblend-cotton-moisture-wicking-t-shirt-back-print,,,,,,,,,orange,,,L,,,adults,,5161471_19949,206.9515188125,shopify,deny,manual,20.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-orange-back-699a23046b3f4.jpg?v=1771709207,oz,PC040100,12.95,
blubullfly-unisex-dryblend-cotton-moisture-wicking-t-shirt-back-print,,,,,,,,,orange,,,XL,,,adults,,5161471_19966,221.126280375,shopify,deny,manual,20.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-orange-back-699a23046b3f4.jpg?v=1771709207,oz,PC040100,12.95,
blubullfly-unisex-dryblend-cotton-moisture-wicking-t-shirt-back-print,,,,,,,,,orange,,,2XL,,,adults,,5161471_19983,266.485517375,shopify,deny,manual,21.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-orange-back-699a23046b3f4.jpg?v=1771709207,oz,PC040100,15.75,
blubullfly-unisex-dryblend-cotton-moisture-wicking-t-shirt-back-print,,,,,,,,,orange,,,3XL,,,adults,,5161471_20000,269.3204696875,shopify,deny,manual,25.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-orange-back-699a23046b3f4.jpg?v=1771709207,oz,PC040100,18.75,
blubullfly-unisex-dryblend-cotton-moisture-wicking-t-shirt-back-print,,,,,,,,,gold,,,S,,,adults,,5161471_19908,153.087424875,shopify,deny,manual,20.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-gold-back-699a23046c51d.jpg?v=1771709208,oz,PC040100,12.95,
blubullfly-unisex-dryblend-cotton-moisture-wicking-t-shirt-back-print,,,,,,,,,gold,,,M,,,adults,,5161471_19925,167.2621864375,shopify,deny,manual,20.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-gold-back-699a23046c51d.jpg?v=1771709208,oz,PC040100,12.95,
blubullfly-unisex-dryblend-cotton-moisture-wicking-t-shirt-back-print,,,,,,,,,gold,,,L,,,adults,,5161471_19942,206.9515188125,shopify,deny,manual,20.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-gold-back-699a23046c51d.jpg?v=1771709208,oz,PC040100,12.95,
blubullfly-unisex-dryblend-cotton-moisture-wicking-t-shirt-back-print,,,,,,,,,gold,,,XL,,,adults,,5161471_19959,221.126280375,shopify,deny,manual,20.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-gold-back-699a23046c51d.jpg?v=1771709208,oz,PC040100,12.95,
blubullfly-unisex-dryblend-cotton-moisture-wicking-t-shirt-back-print,,,,,,,,,gold,,,2XL,,,adults,,5161471_19976,266.485517375,shopify,deny,manual,21.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-gold-back-699a23046c51d.jpg?v=1771709208,oz,PC040100,15.75,
blubullfly-unisex-dryblend-cotton-moisture-wicking-t-shirt-back-print,,,,,,,,,gold,,,3XL,,,adults,,5161471_19993,269.3204696875,shopify,deny,manual,25.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-gold-back-699a23046c51d.jpg?v=1771709208,oz,PC040100,18.75,
blubullfly-unisex-dryblend-cotton-moisture-wicking-t-shirt-back-print,,,,,,,,,carolina-blue,,,S,,,adults,,5161471_19905,153.087424875,shopify,deny,manual,20.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-carolina-blue-back-699a23046dd57.jpg?v=1771709208,oz,PC040100,12.95,
blubullfly-unisex-dryblend-cotton-moisture-wicking-t-shirt-back-print,,,,,,,,,carolina-blue,,,M,,,adults,,5161471_19922,167.2621864375,shopify,deny,manual,20.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-carolina-blue-back-699a23046dd57.jpg?v=1771709208,oz,PC040100,12.95,
blubullfly-unisex-dryblend-cotton-moisture-wicking-t-shirt-back-print,,,,,,,,,carolina-blue,,,L,,,adults,,5161471_19939,206.9515188125,shopify,deny,manual,20.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-carolina-blue-back-699a23046dd57.jpg?v=1771709208,oz,PC040100,12.95,
blubullfly-unisex-dryblend-cotton-moisture-wicking-t-shirt-back-print,,,,,,,,,carolina-blue,,,XL,,,adults,,5161471_19956,221.126280375,shopify,deny,manual,20.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-carolina-blue-back-699a23046dd57.jpg?v=1771709208,oz,PC040100,12.95,
blubullfly-unisex-dryblend-cotton-moisture-wicking-t-shirt-back-print,,,,,,,,,carolina-blue,,,2XL,,,adults,,5161471_19973,266.485517375,shopify,deny,manual,21.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-carolina-blue-back-699a23046dd57.jpg?v=1771709208,oz,PC040100,15.75,
blubullfly-unisex-dryblend-cotton-moisture-wicking-t-shirt-back-print,,,,,,,,,carolina-blue,,,3XL,,,adults,,5161471_19990,269.3204696875,shopify,deny,manual,25.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-carolina-blue-back-699a23046dd57.jpg?v=1771709208,oz,PC040100,18.75,
blubullfly-unisex-dryblend-cotton-moisture-wicking-t-shirt-back-print,,,,,,,,,light-pink,,,S,,,adults,,5161471_19912,153.087424875,shopify,deny,manual,20.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-light-pink-back-699a23045c7b3.jpg?v=1771709208,oz,PC040100,12.95,
blubullfly-unisex-dryblend-cotton-moisture-wicking-t-shirt-back-print,,,,,,,,,light-pink,,,M,,,adults,,5161471_19929,167.2621864375,shopify,deny,manual,20.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-light-pink-back-699a23045c7b3.jpg?v=1771709208,oz,PC040100,12.95,
blubullfly-unisex-dryblend-cotton-moisture-wicking-t-shirt-back-print,,,,,,,,,light-pink,,,L,,,adults,,5161471_19946,206.9515188125,shopify,deny,manual,20.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-light-pink-back-699a23045c7b3.jpg?v=1771709208,oz,PC040100,12.95,
blubullfly-unisex-dryblend-cotton-moisture-wicking-t-shirt-back-print,,,,,,,,,light-pink,,,XL,,,adults,,5161471_19963,221.126280375,shopify,deny,manual,20.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-light-pink-back-699a23045c7b3.jpg?v=1771709208,oz,PC040100,12.95,
blubullfly-unisex-dryblend-cotton-moisture-wicking-t-shirt-back-print,,,,,,,,,light-pink,,,2XL,,,adults,,5161471_19980,266.485517375,shopify,deny,manual,21.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-light-pink-back-699a23045c7b3.jpg?v=1771709208,oz,PC040100,15.75,
blubullfly-unisex-dryblend-cotton-moisture-wicking-t-shirt-back-print,,,,,,,,,light-pink,,,3XL,,,adults,,5161471_19997,269.3204696875,shopify,deny,manual,25.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-light-pink-back-699a23045c7b3.jpg?v=1771709208,oz,PC040100,18.75,
blubullfly-unisex-dryblend-cotton-moisture-wicking-t-shirt-back-print,,,,,,,,,lime,,,S,,,adults,,5161471_19910,153.087424875,shopify,deny,manual,20.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-lime-back-699a23046f822.jpg?v=1771709208,oz,PC040100,12.95,
blubullfly-unisex-dryblend-cotton-moisture-wicking-t-shirt-back-print,,,,,,,,,lime,,,M,,,adults,,5161471_19927,167.2621864375,shopify,deny,manual,20.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-lime-back-699a23046f822.jpg?v=1771709208,oz,PC040100,12.95,
blubullfly-unisex-dryblend-cotton-moisture-wicking-t-shirt-back-print,,,,,,,,,lime,,,L,,,adults,,5161471_19944,206.9515188125,shopify,deny,manual,20.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-lime-back-699a23046f822.jpg?v=1771709208,oz,PC040100,12.95,
blubullfly-unisex-dryblend-cotton-moisture-wicking-t-shirt-back-print,,,,,,,,,lime,,,XL,,,adults,,5161471_19961,221.126280375,shopify,deny,manual,20.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-lime-back-699a23046f822.jpg?v=1771709208,oz,PC040100,12.95,
blubullfly-unisex-dryblend-cotton-moisture-wicking-t-shirt-back-print,,,,,,,,,lime,,,2XL,,,adults,,5161471_19978,266.485517375,shopify,deny,manual,21.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-lime-back-699a23046f822.jpg?v=1771709208,oz,PC040100,15.75,
blubullfly-unisex-dryblend-cotton-moisture-wicking-t-shirt-back-print,,,,,,,,,lime,,,3XL,,,adults,,5161471_19995,269.3204696875,shopify,deny,manual,25.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-lime-back-699a23046f822.jpg?v=1771709208,oz,PC040100,18.75,
blubullfly-unisex-dryblend-cotton-moisture-wicking-t-shirt-back-print,,,,,,,,,ash,,,S,,,adults,,5161471_19903,153.087424875,shopify,deny,manual,20.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-ash-back-699a2304715a0.jpg?v=1771709207,oz,PC040100,12.95,
blubullfly-unisex-dryblend-cotton-moisture-wicking-t-shirt-back-print,,,,,,,,,ash,,,M,,,adults,,5161471_19920,167.2621864375,shopify,deny,manual,20.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-ash-back-699a2304715a0.jpg?v=1771709207,oz,PC040100,12.95,
blubullfly-unisex-dryblend-cotton-moisture-wicking-t-shirt-back-print,,,,,,,,,ash,,,L,,,adults,,5161471_19937,206.9515188125,shopify,deny,manual,20.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-ash-back-699a2304715a0.jpg?v=1771709207,oz,PC040100,12.95,
blubullfly-unisex-dryblend-cotton-moisture-wicking-t-shirt-back-print,,,,,,,,,ash,,,XL,,,adults,,5161471_19954,221.126280375,shopify,deny,manual,20.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-ash-back-699a2304715a0.jpg?v=1771709207,oz,PC040100,12.95,
blubullfly-unisex-dryblend-cotton-moisture-wicking-t-shirt-back-print,,,,,,,,,ash,,,2XL,,,adults,,5161471_19971,266.485517375,shopify,deny,manual,21.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-ash-back-699a2304715a0.jpg?v=1771709207,oz,PC040100,15.75,
blubullfly-unisex-dryblend-cotton-moisture-wicking-t-shirt-back-print,,,,,,,,,ash,,,3XL,,,adults,,5161471_19988,269.3204696875,shopify,deny,manual,25.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-ash-back-699a2304715a0.jpg?v=1771709207,oz,PC040100,18.75,
blubullfly-unisex-dryblend-cotton-moisture-wicking-t-shirt-back-print,,,,,,,,,white-2,,,S,,,adults,,5161471_19919,153.087424875,shopify,deny,manual,20.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-white-back-699a230473935.jpg?v=1771709208,oz,PC040100,12.95,
blubullfly-unisex-dryblend-cotton-moisture-wicking-t-shirt-back-print,,,,,,,,,white-2,,,M,,,adults,,5161471_19936,167.2621864375,shopify,deny,manual,20.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-white-back-699a230473935.jpg?v=1771709208,oz,PC040100,12.95,
blubullfly-unisex-dryblend-cotton-moisture-wicking-t-shirt-back-print,,,,,,,,,white-2,,,L,,,adults,,5161471_19953,206.9515188125,shopify,deny,manual,20.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-white-back-699a230473935.jpg?v=1771709208,oz,PC040100,12.95,
blubullfly-unisex-dryblend-cotton-moisture-wicking-t-shirt-back-print,,,,,,,,,white-2,,,XL,,,adults,,5161471_19970,221.126280375,shopify,deny,manual,20.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-white-back-699a230473935.jpg?v=1771709208,oz,PC040100,12.95,
blubullfly-unisex-dryblend-cotton-moisture-wicking-t-shirt-back-print,,,,,,,,,white-2,,,2XL,,,adults,,5161471_19987,266.485517375,shopify,deny,manual,21.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-white-back-699a230473935.jpg?v=1771709208,oz,PC040100,15.75,
blubullfly-unisex-dryblend-cotton-moisture-wicking-t-shirt-back-print,,,,,,,,,white-2,,,3XL,,,adults,,5161471_20004,269.3204696875,shopify,deny,manual,25.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-white-back-699a230473935.jpg?v=1771709208,oz,PC040100,18.75,
blubullfly-unisex-dryblend-t-shirt-chest-print,Blubullfly Unisex DryBlend Cotton Moisture-Wicking T-Shirt - Chest Print,"Whether you’re looking for a workout or capsule t-shirt—here’s your new fave. The modern classic fit combined with moisture-management fabric will make sure you look your best during any activity. No sweat stains or ill-fitting fabric! Meet the shirt:<br>
<br>
• 50% cotton, 50% polyester<br>
• Fabric weight: 5.5 oz./yd.² (186 g/m²)<br>
• DryBlend® moisture-management fabric<br>
• Modern classic fit<br>
• Rib collar in classic width<br>
• Taped neck and shoulders for comfort and durability<br>
• Tear-away label for 0 chafing<br>
• Blank product sourced from Honduras<br>
<br>
Disclaimer: Due to the fabric properties, the White color variant may appear off-white rather than bright white.<br>
<br>
This product is made especially for you as soon as you place an order, which is why it takes us a bit longer to deliver it to you. Making products on demand instead of in bulk helps reduce overproduction, so thank you for making thoughtful purchasing decisions!",Bluebullfly,Apparel & Accessories > Clothing > Clothing Tops > T-Shirts,T-Shirts,"",true,Color,Navy,,Size,S,,,,,3367697_19909,153.087424875,shopify,deny,manual,18.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-ash-front-6994bb407b68e.jpg?v=1771354958,1,Product mockup,false,,,5322,unisex,kids,3367697_19909,new,,,,,,,,,,,,kids,moisture-wicking,white; blue; green; yellow; navy; red; pink; orange; purple,,,cotton; polyester,,round,s,short,unisex,,medium,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-navy-front-6994bb4083499.jpg?v=1771354958,oz,PC040100,12.95,active
blubullfly-unisex-dryblend-t-shirt-chest-print,,,,,,,,,Navy,,,M,,,,,3367697_19926,167.2621864375,shopify,deny,manual,18.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-carolina-blue-front-6994bb4088c58.jpg?v=1771354958,2,Product mockup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-navy-front-6994bb4083499.jpg?v=1771354958,oz,PC040100,12.95,
blubullfly-unisex-dryblend-t-shirt-chest-print,,,,,,,,,Navy,,,L,,,,,3367697_19943,206.9515188125,shopify,deny,manual,18.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-forest-green-front-6994bb4084740.jpg?v=1771354958,3,Product mockup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-navy-front-6994bb4083499.jpg?v=1771354958,oz,PC040100,12.95,
blubullfly-unisex-dryblend-t-shirt-chest-print,,,,,,,,,Navy,,,XL,,,,,3367697_19960,221.126280375,shopify,deny,manual,18.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-gold-front-6994bb4087686.jpg?v=1771354958,4,Product mockup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-navy-front-6994bb4083499.jpg?v=1771354958,oz,PC040100,12.95,
blubullfly-unisex-dryblend-t-shirt-chest-print,,,,,,,,,Navy,,,2XL,,,,,3367697_19977,266.485517375,shopify,deny,manual,19.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-navy-front-6994bb4083499.jpg?v=1771354958,5,Product mockup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-navy-front-6994bb4083499.jpg?v=1771354958,oz,PC040100,15.75,
blubullfly-unisex-dryblend-t-shirt-chest-print,,,,,,,,,Navy,,,3XL,,,,,3367697_19994,269.3204696875,shopify,deny,manual,23.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-lime-front-6994bb408c16c.jpg?v=1771354958,6,Product mockup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0802/3071/1551/files/unisex-sports-tee-navy-front-6994bb4083499.jpg?v=1771354958,oz,PC040100,18.75,
